date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,device_type,operating_system,views,engaged_views,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,red_views,red_watch_time_minutes
20260716,UCSes4X8uDrpc4X46hJKjejg,ilSPJeVLgYk,on_demand,not_subscribed,NO,102,19,1,1,0.076866666666666666,4.612,6.1493333333333338,1,0.076866666666666666
20260716,UCSes4X8uDrpc4X46hJKjejg,Ck3vqY7J6xQ,on_demand,subscribed,DE,101,9,1,1,1.0432333333333332,62.594,19.621943573667711,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,LSwj_klZHr8,on_demand,subscribed,VN,104,4,1,1,7.3533333333333335,441.2,99.593679458239279,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,59M8g_I818w,on_demand,not_subscribed,PL,102,4,1,1,0.1044,6.264,11.185714285714285,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,mza6X5H4Mzs,on_demand,not_subscribed,US,105,5,39,39,384.22881666666666,591.12125641025636,17.504330956773952,7,26.539316666666664
20260716,UCSes4X8uDrpc4X46hJKjejg,Ey6xyzJD_2s,on_demand,not_subscribed,KR,101,2,2,1,0.99878333333333336,59.927,99.87833333333333,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,kHqq0RR6dHE,on_demand,not_subscribed,AU,102,4,1,1,9.8221166666666662,589.327,59.169377510040164,1,9.8221166666666662
20260716,UCSes4X8uDrpc4X46hJKjejg,9rupIwl9lFY,on_demand,subscribed,VI,104,4,1,0,0.015,0,0,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,ikgmYwaQNg4,on_demand,not_subscribed,US,104,4,2,2,6.4266666666666667,192.8,48.320802005012531,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,po8YrSQivoM,on_demand,not_subscribed,BA,101,2,1,1,0.30423333333333336,18.254,0.5318764568764569,0,0
20260716,UCSes4X8uDrpc4X46hJKjejg,apguqLi-hhk,on_demand,not_subscribed,PH,105,5,8,8,48.779833333333336,365.84875,59.681688417618268,2,8.698833333333333
20260716,UCSes4X8uDrpc4X46hJKjejg,po8YrSQivoM,on_demand,not_subscribed,BD,101,2,1,1,0.17906666666666668,10.744,0.31305361305361307,1,0.17906666666666668
20260716,UCSes4X8uDrpc4X46hJKjejg,U0kEWDpv80Y,on_demand,subscribed,US,105,5,11,11,58.829516666666663,320.88827272727275,64.43539612997445,3,6.95275
